 Morbidade Hospitalar do SUS - por local de residência - Maranhão
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2000/Mai";"2000/Set";"2000/Out";"2005/Fev";"2007/Jan";"2007/Fev";"2007/Abr";"2007/Mai";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"210060 Amarante do Maranhão";-;-;-;-;-;-;-;-;-;330,62;3962,71;32157,28;15661,34;28552,63;33537,78;43294,52;69222,71;69914,73;64995,99;52613,49;59454,98;74538,71;75850,28;63220,77;34271,82;18081,45;56257,17;66768,08;76129,01;89834,29;149042,40;138768,02;112366,69;126732,87;89234,22;106386,13;107602,94;149573,28;122065,43;83707,78;124172,06;98774,54;116915,50;87483,54;117876,79;89737,38;131999,21;110726,07;95518,50;142498,66;123492,39;88647,61;122706,41;113561,43;100164,18;86920,07;83354,76;97770,39;101619,10;138690,89;110371,19;136210,80;100680,17;104843,97;172207,30;203498,91;194547,20;191974,30;190941,75;197240,64;135064,27;115426,08;131135,18;152740,50;173903,90;109554,57;134212,28;139019,08;204472,57;134852,67;104414,96;116895,11;207511,53;145359,73;176791,81;143202,43;121770,83;115073,90;136018,05;175695,99;178916,62;192792,54;184732,86;201622,75;140166,14;253441,82;183392,56;163314,24;160969,53;125903,92;141672,89;196582,26;189221,96;163833,11;132861,02;175349,74;187691,80;168525,52;217386,65;195911,30;180242,35;159481,12;175483,44;127182,27;143376,52;139894,04;134791,80;244348,46;162220,88;168706,37;177432,05;153753,02;160532,47;162250,65;168931,29;216894,01;180665,55;213454,10;207263,84;241272,50;158048,91;165623,87;205295,92;221911,22;173812,17;202204,12;170300,21;161604,80;167932,35;205262,52;222500,03;189948,63;247806,31;221439,63;190509,26;253189,64;206364,67;210562,93;185912,48;202335,92;236284,33;216240,23;203352,95;187042,67;211847,23;171828,03;232916,20;145251,27;186859,23;163635,36;136500,10;143993,72;174106,28;164213,46;201587,15;212965,65;206791,02;147762,78;208237,75;95572,51;92009,42;9526,39;23645946,55
"210070 Anajatuba";-;-;-;-;-;-;-;-;-;-;3427,25;3666,71;8070,22;39822,18;57134,34;51108,73;44537,95;54587,72;51258,28;35886,98;45384,79;49446,37;44058,44;47868,25;53426,66;56128,61;51100,86;53266,73;87885,18;78752,02;47483,76;107076,48;75952,31;49419,18;53091,45;70833,60;81774,57;45784,06;54257,60;55176,57;79834,39;51004,15;77907,76;79577,68;104800,71;99715,96;54702,45;24038,48;97341,44;44550,69;54554,14;94087,66;43664,84;33003,98;110198,19;50076,17;117836,48;60497,98;112912,82;15301,25;73696,15;48942,41;81810,46;42905,57;92061,57;109842,22;57386,58;69346,44;64937,28;71920,27;59052,67;70307,10;63227,22;77535,93;106624,39;59750,82;59303,76;72415,79;85120,27;102580,34;90168,86;115133,19;76335,68;70289,96;67010,44;82761,49;103557,66;50982,22;54876,66;72644,54;65532,59;75526,48;53792,57;98615,73;169213,05;100564,59;120601,22;37878,14;59390,14;76034,34;55612,96;76838,36;112903,07;65828,28;71306,75;55915,68;96089,78;115349,60;55033,24;93789,17;81170,80;92663,20;84666,09;129886,91;99285,57;95670,73;86015,58;87451,64;92695,53;114647,06;101269,49;58011,81;79983,63;66991,75;116740,82;97967,28;72741,44;82277,15;89313,00;81141,44;67144,86;56211,08;102693,46;118731,54;96932,60;58812,43;123922,77;70815,96;94623,97;63655,78;68533,43;49996,33;86489,85;101630,06;78374,43;66288,44;96061,29;31720,37;104124,28;70922,41;70577,60;104114,99;60436,59;69025,98;77328,47;94635,82;81755,30;69787,82;94215,22;66397,49;95761,10;34691,51;49197,31;111579,96;130896,39;101430,98;90737,59;88973,29;66224,53;58774,30;44302,77;15974,62;11966714,64
"210080 Anapurus";-;-;-;-;-;-;-;-;-;-;554,69;8191,36;21001,47;16514,02;30893,71;34336,42;35114,30;24826,52;30031,59;28873,33;18624,30;27161,46;36036,59;29869,44;21972,43;28554,13;43113,78;49734,40;54215,49;34525,80;50777,31;35990,14;30096,77;52972,16;43877,31;35041,17;31339,44;34897,13;31507,77;34834,88;60357,98;42377,23;78121,02;55020,80;59946,33;36744,89;45705,61;45233,62;43372,91;39372,90;71229,13;51697,97;56202,71;47035,20;43784,42;62199,92;37120,05;24015,94;48096,10;107986,80;42126,75;42340,30;39906,67;37659,52;43640,13;54190,30;44093,29;36832,85;63788,26;44773,25;47796,19;38546,03;42132,84;45172,55;46365,27;71891,49;54483,06;69205,66;44375,74;31959,64;36861,52;71871,80;55270,77;51257,23;40279,90;47818,25;36713,58;34378,23;61900,23;45959,48;51747,11;60357,02;32750,87;31288,65;39022,57;34462,62;38174,85;39989,71;40858,80;24672,65;67683,77;80801,28;53212,42;36978,44;52344,74;32209,14;38676,39;48089,79;23881,45;60454,23;45746,07;71545,52;60783,83;40931,67;33033,78;42374,09;24513,95;38338,67;19328,31;35756,83;33532,39;40600,49;32302,35;37051,61;49292,16;36164,92;61456,13;56567,33;62390,97;77129,55;52822,33;58393,44;41624,15;45468,44;45770,17;36821,34;70460,15;58687,86;64430,15;73173,55;46989,66;60938,05;41038,67;60427,76;36929,36;43838,26;47051,20;32501,82;29329,19;54558,69;53625,31;41004,00;67373,77;72343,01;79208,77;65541,51;52600,70;78721,84;40652,31;63490,41;54519,31;25743,93;66425,47;107964,09;64803,47;46939,99;59905,41;77953,97;32201,91;52733,97;30684,28;8367,59;7465248,00
"210083 Apicum-Açu";-;-;-;-;-;-;-;-;-;-;-;-;2780,25;5111,20;13509,75;7672,66;9457,54;16885,04;12883,64;4638,39;5487,28;9451,62;7233,60;6747,25;6634,01;6845,71;4496,89;4823,63;11791,77;11157,90;9967,32;10679,08;14633,44;10508,95;8319,12;24269,12;12742,54;17617,73;14078,32;10733,14;14198,88;16559,28;7040,05;14685,65;15053,78;15383,80;16051,77;15353,17;15771,71;15167,59;16226,35;36364,51;20303,74;15919,68;24988,83;25911,22;13269,37;18928,10;13545,82;20143,18;21311,70;32490,14;20739,37;21753,65;17549,53;20464,26;28541,35;14995,87;13395,46;30535,70;29581,42;25500,18;36606,52;19628,80;36940,99;29358,47;52283,84;52180,57;39455,26;54418,88;30010,71;45807,23;29858,44;49433,33;53629,55;27313,44;48160,60;31208,33;44085,34;38737,88;52074,76;72796,72;55570,54;81523,42;59055,92;55896,48;28489,59;58080,79;65319,13;56297,88;48992,47;51749,28;53242,05;44750,82;42348,30;52860,05;65397,73;42777,73;47497,85;46899,49;38148,63;40934,45;40276,32;68697,31;55553,48;85063,14;55840,29;54340,94;59049,23;49102,76;50460,28;38663,18;52506,18;36929,66;37383,18;42891,37;71759,43;38736,09;72793,09;57225,24;56381,58;41182,41;40794,42;60072,99;48430,89;44409,22;47991,60;51319,91;69989,58;39868,90;46248,74;59316,79;72030,27;51426,05;68050,21;62337,65;67805,72;53328,89;65756,10;66757,65;85710,71;81383,21;81014,88;109011,76;91135,26;60725,47;52914,53;45121,88;42522,20;72488,32;76157,62;43745,12;42309,23;74230,34;48855,33;60332,73;45295,92;61873,61;52751,32;40430,31;32252,88;10570,63;6180308,26
"210087 Araguanã";-;-;-;-;-;-;-;-;-;-;1357,13;-;-;9647,64;4076,03;5838,81;5091,23;1525,40;5135,70;6510,23;4390,59;1792,66;9941,67;6097,47;5333,51;5571,13;3062,40;4027,80;7709,60;3466,57;13785,08;3213,68;6645,23;14073,53;8300,45;14215,56;14683,26;21317,24;10295,67;10316,42;13550,08;8182,43;18933,97;11954,75;5442,26;6627,09;21351,81;8017,97;7229,64;6642,05;5505,59;6712,94;10693,01;11683,48;10791,26;5058,54;18781,00;9194,26;10087,59;14054,58;34450,56;18291,85;13879,32;17904,78;15530,62;41636,00;23323,07;10889,80;8186,09;23747,78;11444,29;8830,59;3385,51;3207,62;19741,74;9274,49;9686,92;10486,35;17519,83;27941,99;16897,64;9061,91;11350,76;19808,28;8713,18;18270,44;14628,14;15386,76;16472,02;17855,39;17077,19;33629,67;29928,10;45752,65;61929,76;15054,76;24506,60;16579,14;26856,59;41852,22;57305,78;53398,92;52766,25;38092,35;41077,98;50577,45;42674,15;31981,40;52321,79;34127,25;30374,50;56158,43;40175,46;33389,54;45444,89;41006,26;32132,75;24229,35;32063,26;32169,59;37510,31;44704,80;53085,98;35161,29;40080,20;39603,89;44127,73;49307,62;70966,48;28150,29;16844,27;65976,77;59972,80;59351,56;35346,96;49040,07;39346,85;57982,32;56814,27;56688,42;72649,22;63927,91;45582,37;22215,45;34374,59;14031,81;21887,23;41671,77;34539,66;10651,97;15722,81;25499,82;39282,65;29406,73;40095,50;31245,27;26242,29;16558,33;30841,02;48837,68;22661,40;8567,24;20994,65;36031,66;29819,66;40099,03;36556,37;69947,20;44596,49;51917,42;7233,82;11107,65;4015213,29
"210090 Araioses";-;-;-;-;-;-;-;-;-;-;-;6413,21;30526,81;31838,94;83982,13;108502,81;128974,97;165768,14;159477,62;160304,45;120274,55;150453,29;135834,05;145513,35;138313,57;117551,40;110474,76;133466,94;145687,15;116417,82;147077,94;104753,50;137911,01;144733,67;117366,85;80357,57;87318,61;77660,59;63982,17;103724,48;102256,20;101617,80;64646,84;113375,72;123412,01;115711,55;115390,15;125432,55;114356,65;106191,71;134727,74;120677,67;136707,51;145271,53;138117,34;99817,89;95591,22;63279,73;61854,30;45408,04;50784,55;106304,82;75932,10;110098,65;99577,37;93415,53;93424,38;83593,16;58900,65;78028,98;93260,78;52715,04;54915,74;43563,63;83346,37;91379,10;76805,40;50187,13;60651,02;92435,25;49056,62;59106,77;38847,46;43814,66;60236,72;39777,49;49020,01;75982,88;51243,44;62598,85;58262,20;43292,61;39430,70;55092,88;63368,42;68848,36;72261,98;99540,90;130557,45;135451,36;141742,19;132366,60;103724,93;119827,11;116812,01;64314,95;82751,86;94429,59;47400,28;98849,65;97033,37;76913,42;66116,12;88117,13;96529,83;86503,81;77778,85;110681,92;70118,36;67800,47;50439,36;37993,95;58977,94;73254,23;91948,43;49851,38;86522,04;65773,68;63724,39;94132,36;97759,17;65483,63;49570,64;56928,58;57170,13;50341,81;75136,72;53468,17;58028,91;69714,38;69007,38;60105,47;117855,74;79840,32;66850,33;69273,29;62860,30;43593,06;46628,33;51937,00;79031,74;80770,74;75641,04;49446,96;87112,01;48852,30;70609,76;64293,46;127406,42;43730,63;77459,17;42087,49;87332,03;116012,54;141542,07;141214,39;89728,84;89999,02;69219,29;35867,41;34289,06;2701,50;13691949,35
"210095 Arame";-;-;-;-;-;-;-;-;-;-;2871,45;5024,26;9551,42;38605,54;87418,89;100124,01;99968,26;75786,27;59380,66;54558,09;53540,75;58895,79;43414,06;44961,40;53052,09;41925,70;62181,58;90246,60;93138,52;131239,15;90175,55;125541,59;146561,89;123349,91;114367,07;113930,32;102244,44;101173,10;108595,29;102992,41;115447,51;117707,48;134032,32;95030,84;105417,32;101576,86;143602,96;89171,40;116686,24;84978,48;121551,83;135728,03;108322,91;149368,06;79844,98;127050,93;124069,69;116679,71;105162,82;115207,84;108466,00;88577,16;87833,68;59026,00;126887,40;103449,64;118249,30;108714,76;120241,22;128114,59;134048,74;86814,02;49816,18;50159,03;49481,80;37111,10;133577,40;156803,86;131264,32;112143,86;99634,64;99171,60;68028,95;83607,92;119488,91;79700,03;176238,23;83095,41;165593,04;183492,74;158705,10;98297,25;138555,29;101884,93;96371,60;66477,10;88842,42;122499,91;125659,59;71733,96;131449,24;92760,15;96378,12;74761,62;150295,97;68495,22;93307,79;56587,04;142316,12;112575,73;86564,33;111607,87;116644,94;132397,93;120070,89;160229,95;123538,08;102109,52;112227,11;82819,33;85553,91;89209,81;112119,79;145494,30;125370,17;140675,67;130563,77;132657,92;175102,22;156404,43;140911,52;139447,20;124494,84;91829,04;193157,29;133282,47;153846,97;141673,94;136464,89;136451,49;117668,45;139288,44;135664,35;129441,39;143420,05;147334,70;149508,83;145069,42;119973,50;156939,95;144308,15;111047,97;136291,49;112411,56;110647,20;99149,53;121834,13;145230,96;148702,05;138139,37;115248,51;61373,42;61732,14;103671,90;140662,69;94598,20;82034,37;129980,94;140877,90;118622,47;108132,74;20344,58;17520512,89
"210100 Arari";-;-;-;-;-;-;-;-;-;436,74;1289,77;8654,60;23594,55;41187,82;58930,79;63926,24;58123,00;82826,22;58220,26;63636,55;61689,68;59675,25;74878,72;116417,61;75058,38;44921,41;53058,76;74866,53;91084,45;108279,62;95179,83;80847,37;39313,81;45553,49;56154,82;57258,40;47216,96;47559,05;53144,26;84432,87;60857,84;84905,25;67700,26;59509,79;52528,22;109315,25;65711,37;62795,55;49422,72;69623,35;86917,74;70155,24;70417,73;72468,51;94161,98;75683,93;94531,81;61030,86;75822,07;66898,10;50229,62;40655,26;51232,49;49029,97;38694,63;32147,65;67744,28;52809,41;75132,17;58947,52;77017,94;68627,01;81936,28;76982,29;75699,06;69200,34;81934,67;70445,18;97159,54;33610,61;47020,33;43927,59;135776,23;97290,51;98945,98;33862,02;59538,48;100462,01;86327,58;90391,02;83357,49;62756,61;50949,79;86687,60;72286,01;72432,75;66507,99;58893,08;108386,04;82968,03;78311,70;101961,89;95920,78;98808,85;90468,24;100511,16;79768,34;111797,68;100714,99;93787,15;94665,67;56127,43;129743,16;65776,58;116667,30;96709,28;128528,67;98053,09;110378,78;81138,60;145498,71;92302,66;114146,54;106832,43;104398,97;83054,25;153910,43;121665,67;130396,22;126980,51;97685,29;187915,62;147063,14;90412,32;188052,59;97709,51;104477,68;109225,55;82796,93;110667,79;137351,41;96544,75;89189,57;118771,00;81498,25;84861,29;115206,65;130356,71;128999,60;130599,29;161174,59;148640,43;172403,35;106018,48;96931,01;110306,53;169335,51;95184,00;108944,32;147111,50;92106,40;62138,36;123194,41;152948,29;122043,04;138424,32;124841,36;162289,82;203115,33;184734,08;39098,13;18264,75;14243537,12
"210110 Axixá";-;-;-;-;-;-;-;-;-;18146,23;1292,36;4677,53;3761,21;16085,31;19183,04;15788,81;27992,82;35586,41;28655,40;19807,94;18056,74;17576,66;20782,09;22020,56;25618,65;12551,75;25243,96;32779,39;23890,24;23018,58;13584,08;32011,86;32302,99;30456,78;26344,70;28388,70;36098,27;34189,73;27856,78;20394,41;31052,58;24451,08;52578,32;28087,06;70118,12;31232,60;49484,07;19420,84;8408,79;27521,02;70363,09;57654,82;33086,97;36860,93;83847,94;22139,30;63925,53;47040,82;55847,93;71526,47;54499,09;28834,07;65167,48;47706,03;46744,94;71240,41;22750,08;104372,55;24658,50;110327,32;48544,87;55037,02;51074,97;86185,01;57645,57;72685,80;77284,50;67818,66;55289,87;56763,61;60791,28;56391,28;63489,39;68914,85;49285,83;48783,80;61928,05;84478,22;70870,72;52632,29;49885,21;48470,12;70855,26;78024,52;58665,68;43661,70;45690,30;56086,24;78647,93;60453,05;54891,70;57561,87;88412,17;63760,54;65247,49;65306,50;51453,77;48765,16;49021,91;45081,35;74850,15;68169,04;54481,35;47616,67;55250,26;72684,24;69883,59;68230,62;54313,41;28519,37;17409,64;26140,29;60160,61;73891,59;49665,48;65939,55;90850,19;50862,96;64627,03;39366,22;45460,66;62566,93;29848,19;42828,20;42311,67;51466,89;54085,64;52065,10;67096,15;55430,86;78696,05;57305,94;82109,96;88620,81;60567,02;74957,43;38271,39;58548,81;96976,63;28974,17;64623,71;43594,98;69218,86;37135,28;43800,58;51536,86;28878,29;43746,91;20925,26;62191,70;44363,85;34305,13;30705,33;38327,47;34687,64;45588,58;38849,91;47596,02;50292,57;31779,64;22302,03;1886,86;7768369,01
"210120 Bacabal";-;-;-;-;-;-;-;-;-;2123,70;6616,93;18688,59;64083,44;137356,90;318423,63;258131,36;300139,60;330845,65;429272,38;356573,01;343226,40;336793,55;370442,38;276578,25;293420,71;384489,29;404598,36;363201,26;491231,32;507219,18;348140,29;414578,49;445065,10;374041,79;328088,47;336940,54;292864,53;297133,79;442340,24;276666,71;418749,27;309211,27;344037,01;285708,57;307382,82;343836,63;369750,76;330344,10;275831,25;282120,66;343070,33;289729,77;292977,32;329496,04;322193,71;329232,59;412469,37;357486,94;317999,09;277462,16;298674,14;315376,57;423942,31;241657,21;354859,09;311933,25;290167,68;311304,99;273042,05;277935,25;321120,81;260088,53;193125,81;189070,44;297174,95;311741,18;247428,21;425899,13;335176,68;386042,73;432218,42;357916,93;278474,66;528626,90;321152,98;303215,02;370360,63;409681,83;384019,07;364072,38;362591,19;350684,89;344978,92;327559,77;315625,25;327185,29;302781,47;274415,60;324828,98;235366,58;408157,95;350414,05;381805,13;336453,63;325538,57;273453,54;287301,30;327497,93;331441,66;288341,99;300198,42;274208,57;287721,51;417717,44;370384,83;351626,54;370077,26;243615,09;348629,87;260822,00;200409,55;185644,02;245715,97;182026,06;263030,25;361391,51;412686,29;347578,07;365647,39;410309,80;410920,27;344248,07;311437,42;463080,48;406116,08;375728,70;384934,19;376834,09;340872,14;382953,52;336154,98;409217,84;337561,00;351567,96;320465,70;408927,68;440296,74;375450,22;418276,57;352956,32;606607,79;413566,87;382267,65;454140,71;483187,07;507009,50;428603,71;421269,96;467248,01;378140,32;449131,69;362434,96;597922,10;628074,45;410589,97;569966,56;573124,11;655288,21;679849,59;534514,59;402770,34;107912,62;56641390,21
"210125 Bacabeira";-;-;-;-;-;-;-;-;-;1120,45;646,75;2474,41;23930,01;12651,68;14425,77;18975,56;29436,31;15672,11;23260,72;30568,46;68466,30;21927,51;18902,46;45736,65;20887,30;13138,73;20809,08;14899,53;14160,16;15652,14;34744,24;14587,83;9744,08;21984,99;13744,80;11113,48;42018,89;21214,64;27452,53;14896,09;36336,29;19036,03;64486,79;12211,09;21985,92;30149,84;21472,32;39553,65;34770,30;23483,69;34276,08;16796,84;18350,23;24335,30;19503,83;32373,78;28397,72;46581,18;37002,29;32597,40;39583,27;27398,14;55108,63;51965,81;28508,64;30035,11;17939,79;60572,50;45378,65;76158,74;50375,85;42486,31;60227,57;32906,92;30865,18;57913,67;31126,31;42171,97;21793,64;51446,44;28769,20;50675,73;41083,17;26034,06;44595,14;29035,42;83396,29;24741,85;21127,01;55449,69;51137,49;16313,82;36224,93;37929,60;48090,23;53292,45;72150,17;41181,16;55170,92;41225,98;28681,91;78641,03;65858,64;77718,68;70190,20;73776,36;53843,25;60803,33;58955,86;76758,57;70595,36;40178,12;45218,73;52777,18;87753,10;47404,54;83694,24;75437,34;63285,12;35074,24;43470,20;36760,46;56755,94;109879,64;65219,95;52262,57;90464,70;53821,72;77721,66;66802,38;58545,24;46525,50;50205,06;54366,04;81048,07;39762,78;43742,32;54295,65;50543,26;59286,57;50239,04;93630,00;50694,70;100470,46;55707,11;57937,55;35226,13;59338,63;78214,66;49707,83;59146,03;81240,14;57872,13;55528,12;64952,83;78351,16;97781,74;85047,38;42842,51;102495,14;41719,81;28511,39;88289,08;81405,54;71153,13;59463,65;64834,44;44845,69;56536,41;72401,02;36941,73;1826,68;7387009,05
"210130 Bacuri";-;-;-;-;-;-;-;-;-;-;-;-;3248,16;13166,28;24855,03;11068,94;21020,42;36911,42;32795,07;28239,95;33904,43;34524,48;29853,11;50799,42;33091,63;24017,54;20938,43;18243,86;40254,81;38925,80;49725,05;26491,64;19185,63;24871,97;31909,53;36778,12;26678,77;23779,73;45927,90;33055,11;118820,79;41396,39;41355,47;54274,11;83905,56;65909,85;48051,90;69952,37;57779,73;21170,10;55939,80;84235,38;36949,14;45339,50;67829,61;73150,69;59048,31;89710,72;50801,75;35621,03;63032,78;47694,50;62305,36;76938,12;65220,16;69940,78;97101,55;56993,38;25172,70;89602,93;79932,45;103364,57;75626,67;36846,61;52817,70;73626,22;50280,34;83870,58;33570,29;60120,26;47023,06;62379,35;75089,41;66608,33;50041,29;62422,38;73875,05;52448,50;153264,64;67836,66;48096,40;48519,23;76965,81;88007,11;51825,61;55465,44;74436,46;59815,61;74716,20;47631,18;64338,76;68754,94;56392,71;64771,15;66427,27;80490,97;57555,91;77332,22;24854,69;54595,68;34525,06;43840,41;47359,50;43259,69;43520,61;49415,66;35895,60;73700,52;36591,15;71978,66;28958,13;31857,27;27723,38;41566,14;74098,01;32961,07;26660,93;82595,87;63319,67;63480,19;70978,25;53131,14;69712,26;26428,64;75298,03;44611,34;52419,85;63672,30;73164,12;80118,30;63892,08;53420,14;42649,57;62804,51;65888,61;64347,14;64536,11;70695,41;64420,04;85736,22;67045,42;78433,90;73364,68;82669,88;73589,53;66593,32;99858,55;69500,16;79135,82;103315,76;94427,29;65424,73;81463,94;64540,50;117905,34;46216,31;44232,98;80957,58;62321,31;62799,97;46476,00;15036,72;9048085,67
"210135 Bacurituba";-;-;-;-;-;-;-;-;-;-;-;2575,16;2608,97;751,22;2039,18;1442,05;4104,94;3527,76;3908,37;8412,10;3590,67;8818,19;5366,91;2758,80;7072,82;7919,52;3048,07;7539,51;16338,65;3792,46;1734,75;1513,39;5480,47;1473,92;6344,64;4594,53;7413,31;11642,38;2367,34;4573,92;1555,95;7647,39;3057,62;3175,29;4440,09;4863,21;5933,75;5389,06;4187,65;11107,22;1509,82;4360,29;3076,02;6056,25;2282,46;3332,65;2570,79;5402,83;3171,17;4705,11;4499,44;1743,03;4179,47;5281,44;2825,85;12606,42;9350,49;2512,83;2666,43;16249,79;954,55;4312,11;5649,83;6518,44;25601,49;5645,26;4902,06;2414,13;1050,31;443,40;4748,94;1762,59;1388,18;8018,75;1789,00;4852,91;3162,60;5635,69;4145,87;7676,34;9633,11;5920,23;6059,79;7106,43;3960,38;5243,15;7329,65;4395,54;4581,32;2976,87;7335,18;1090,53;2452,71;2859,73;2525,16;6473,21;7177,30;20483,58;3241,44;4272,14;1884,36;2186,60;5344,42;888,91;1770,08;7196,93;5034,70;4796,31;4690,26;7472,24;10175,12;11409,40;7892,44;7771,47;23858,86;5770,31;7785,59;12210,96;21792,98;34545,28;5495,11;8147,88;4235,65;3780,58;5942,50;8592,66;5582,34;4881,56;12502,68;5740,01;6412,30;22104,19;23695,09;7659,29;16095,11;6394,68;50600,11;6014,89;3107,64;10999,68;4580,85;10170,73;12275,87;3609,54;7848,16;5454,90;8536,55;5036,95;3544,15;4827,50;3078,01;2957,04;4094,90;3834,18;19281,74;12871,37;3255,14;24284,36;34227,82;21551,38;2063,16;5029,87;1113159,05
"210140 Balsas";-;-;-;-;-;-;-;-;1491,96;20401,49;32818,90;27628,75;30481,41;92116,39;369495,85;217045,26;212666,80;247183,50;219062,45;205521,82;215022,07;220717,26;309084,28;285665,25;336840,67;236350,42;308964,35;310357,88;351042,31;247043,41;281474,68;261662,76;309765,53;275897,33;309780,92;245410,01;320673,09;262084,99;298239,58;350482,07;365683,01;290238,18;333706,64;308909,82;256017,90;294431,48;301803,00;237323,76;290356,96;225414,40;252172,36;244916,04;295758,60;340142,79;315347,83;326065,89;285434,01;357993,09;348963,54;381844,63;398181,08;364289,48;422197,47;311624,78;380202,82;358270,13;400911,99;339115,26;375144,59;423189,52;275718,78;387893,76;370746,14;356847,05;376085,94;361002,23;373016,04;395447,35;410925,33;381759,00;381502,42;357035,94;337219,98;383000,53;371715,11;367888,89;439828,40;294883,80;371232,00;386530,24;439234,17;409178,29;379585,42;324653,63;320320,73;315820,15;320977,14;347711,83;360800,08;296649,89;349423,42;338779,14;402968,33;328776,35;321550,76;336830,14;322421,08;348926,72;310619,70;279722,13;326891,70;357901,58;384317,46;344026,36;319196,65;301328,52;342261,73;329945,87;326223,32;317578,52;283897,59;234599,86;271437,75;274531,85;332517,39;378691,64;363309,08;296760,95;375049,57;327425,30;290490,35;376587,43;403745,03;339480,46;378785,98;325958,98;245244,73;400168,57;396173,92;388989,96;463145,28;378502,97;429753,56;425042,07;359192,67;357205,49;414644,71;492212,95;405267,26;399040,33;451602,43;405473,89;440134,71;404520,50;433189,41;449094,86;493751,94;484284,61;402070,15;427242,47;514889,95;387474,53;370912,10;538350,16;603866,36;515140,66;483729,65;518486,78;413285,06;402248,63;383781,36;179957,38;55334365,50
